request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
4,BasicRequest,1,360,360,2977;-1;-1,2983;-1;-1,,,,,13.47694671413731,112.30788928447757,0:t_wait:0;t_drive:43.476946714137284;fare:11,,,0,4,360,403.47694671413734,11,0
3,BasicRequest,1,360,360,2982;-1;-1,2980;-1;-1,,,,,158.13938860976756,1274.3900625592087,0:t_wait:0;t_drive:188.1393886097676;fare:127,,,0,0,360,548.1393886097674,127,0
0,BasicRequest,1,180,180,2966;-1;-1,2988;-1;-1,,,,,278.91382899027775,2634.7327710788463,0:t_wait:158.42488667311727;t_drive:308.9138289902778;fare:263,,,0,2,338.4248866731174,647.3387156633949,263,0
2,BasicRequest,1,300,300,2970;-1;-1,2987;-1;-1,,,,,171.63648313227776,1834.4631759372724,0:t_wait:214.96651469215976;t_drive:201.63648313227782;fare:183,,,0,1,514.9665146921598,716.6029978244372,183,0
1,BasicRequest,1,180,180,2966;-1;-1,2973;-1;-1,,,,,296.69307469402173,2980.382453472116,0:t_wait:158.42488667311727;t_drive:376.34142212259326;fare:298,,,0,2,338.4248866731174,714.7663087957102,298,0
5,BasicRequest,1,660,660,2983;-1;-1,2985;-1;-1,,,,,77.7585747541395,660.473174979857,0:t_wait:0;t_drive:107.75857475413954;fare:66,,,0,4,660,767.7585747541395,66,0
8,BasicRequest,1,900,900,2977;-1;-1,2986;-1;-1,,,,,111.94455948550961,1060.4065922814564,0:t_wait:91.50228744905871;t_drive:141.94455948550967;fare:106,,,0,3,991.5022874490586,1133.446846934568,106,0
9,BasicRequest,1,900,900,2976;-1;-1,2982;-1;-1,,,,,113.5625231680923,828.4892168769597,0:t_wait:53.68045726417472;t_drive:143.56252316809218;fare:82,,,0,4,953.6804572641747,1097.242980432267,82,0
7,BasicRequest,1,840,840,2966;-1;-1,2967;-1;-1,,,,,103.09018014133937,889.1057434150202,0:t_wait:280.00167958811517;t_drive:133.09018014133926;fare:88,,,0,0,1120.0016795881152,1253.091859729454,88,0
6,BasicRequest,1,840,840,2993;-1;-1,2988;-1;-1,,,,,208.72429496749368,2316.518160262808,0:t_wait:220.58874104780648;t_drive:238.72429496749373;fare:231,,,0,1,1060.5887410478058,1299.3130360152993,231,0
13,BasicRequest,1,1140,1140,2987;-1;-1,2984;-1;-1,,,,,127.4257940665604,1389.2919531006646,0:t_wait:10.320430280955861;t_drive:157.42579406656046;fare:138,,,0,2,1150.320430280956,1307.746224347516,138,0
10,BasicRequest,1,960,960,2977;-1;-1,2991;-1;-1,,,,,254.82775117248474,2383.691365711668,0:t_wait:31.5022874490586;t_drive:361.46068717248465;fare:238,,,0,3,991.5022874490586,1352.9629746215426,238,0
11,BasicRequest,1,1080,1080,2977;-1;-1,2981;-1;-1,,,,,113.57192524896666,969.4191104080554,0:t_wait:126.91487853172339;t_drive:143.57192524896664;fare:96,,,0,4,1206.9148785317234,1350.4868037806903,96,0
12,BasicRequest,1,1080,1080,2992;-1;-1,2980;-1;-1,,,,,198.06309279928786,2377.7959948882412,0:t_wait:231.63101462928353;t_drive:228.06309279928792;fare:237,,,0,0,1311.631014629283,1539.6941074285717,237,0
14,BasicRequest,1,1200,1200,2975;-1;-1,2981;-1;-1,,,,,108.18066588994196,924.4919490828495,0:t_wait:207.2211037094337;t_drive:138.18066588994202;fare:92,,,0,2,1407.221103709433,1545.4017695993748,92,0
15,BasicRequest,1,1320,1320,2993;-1;-1,2969;-1;-1,,,,,63.79644102995483,886.0616809715947,0:t_wait:119.71587957026895;t_drive:93.79644102995485;fare:88,,,0,3,1439.7158795702685,1533.5123206002231,88,0
20,BasicRequest,1,1560,1560,2981;-1;-1,2979;-1;-1,,,,,36.17924043220354,176.13052741122,0:t_wait:15.401769599374802;t_drive:66.17924043220364;fare:17,,,0,2,1575.4017695993748,1641.5810100315787,17,0
19,BasicRequest,1,1500,1500,2989;-1;-1,2975;-1;-1,,,,,126.96715614988648,1557.6160345823869,0:t_wait:37.51804354900537;t_drive:156.96715614988648;fare:155,,,0,1,1537.5180435490054,1694.4851996988916,155,0
16,BasicRequest,1,1440,1440,2977;-1;-1,2979;-1;-1,,,,,85.83247653831305,715.2706378192755,0:t_wait:132.58664960817623;t_drive:115.83247653831313;fare:71,,,0,4,1572.5866496081762,1718.4191261464894,71,0
21,BasicRequest,1,1620,1620,2978;-1;-1,2979;-1;-1,,,,,37.42546113022892,311.87884275190765,0:t_wait:30.993665016260366;t_drive:67.425461130229;fare:31,,,0,4,1650.9936650162604,1718.4191261464894,31,0
18,BasicRequest,1,1500,1500,2989;-1;-1,2977;-1;-1,,,,,200.30021679086175,2168.7248732571807,0:t_wait:37.51804354900537;t_drive:260.3002167908619;fare:216,,,0,1,1537.5180435490054,1797.8182603398668,216,0
23,BasicRequest,1,1680,1680,2967;-1;-1,2990;-1;-1,,,,,137.56405431369114,1532.7491772517287,0:t_wait:91.2954359457433;t_drive:167.56405431369126;fare:153,,,0,3,1771.2954359457435,1938.8594902594348,153,0
17,BasicRequest,1,1500,1500,2984;-1;-1,2972;-1;-1,,,,,166.20078449443824,1890.1043999290782,0:t_wait:208.67150777608686;t_drive:196.20078449443827;fare:189,,,0,2,1799.9638049189448,1996.1645894133824,189,0
22,BasicRequest,1,1620,1620,2985;-1;-1,2982;-1;-1,,,,,129.65668328940987,1095.1193087163879,0:t_wait:255.61288307645304;t_drive:159.65668328940978;fare:109,,,0,4,1875.6128830764528,2035.2695663658624,109,0
24,BasicRequest,1,1680,1680,2969;-1;-1,2977;-1;-1,,,,,256.65680684883455,2203.346162362212,0:t_wait:223.9515232122826;t_drive:286.65680684883455;fare:220,,,0,0,1903.9515232122828,2190.6083300611167,220,0
25,BasicRequest,1,1680,1680,2990;-1;-1,2982;-1;-1,,,,,224.7451087756582,1872.8759064638184,0:t_wait:258.85949025943455;t_drive:254.74510877565808;fare:187,,,0,3,1938.8594902594348,2193.6045990350926,187,0
27,BasicRequest,1,2040,2040,2969;-1;-1,2993;-1;-1,,,,,75.16881497004519,1044.011319028405,0:t_wait:133.26961265961972;t_drive:135.16881497004488;fare:104,,,0,2,2173.26961265962,2308.438427629666,104,0
26,BasicRequest,1,2040,2040,2991;-1;-1,2993;-1;-1,,,,,56.75290494872581,788.2347909545251,0:t_wait:181.6855226809389;t_drive:86.7529049487257;fare:78,,,0,2,2221.68552268094,2308.438427629666,78,0
29,BasicRequest,1,2160,2160,2981;-1;-1,2976;-1;-1,,,,,135.07555748348486,1148.6160456957073,0:t_wait:83.15932049128014;t_drive:165.07555748348477;fare:114,,,0,4,2243.15932049128,2408.2348779747654,114,0
30,BasicRequest,1,2280,2280,2986;-1;-1,2984;-1;-1,,,,,83.35824565445503,777.242669599201,0:t_wait:111.94455948550967;t_drive:113.358245654455;fare:77,,,0,0,2391.9445594855088,2505.3028051399633,77,0
28,BasicRequest,1,2100,2100,2973;-1;-1,2981;-1;-1,,,,,178.24268845651838,1853.8591110857842,0:t_wait:166.9536687924483;t_drive:208.2426884565184;fare:185,,,0,1,2266.953668792448,2475.1963572489676,185,0
32,BasicRequest,1,2400,2400,2981;-1;-1,2969;-1;-1,,,,,173.93680390219876,2279.3367272297323,0:t_wait:75.1963572489667;t_drive:203.9368039021988;fare:227,,,0,1,2475.1963572489676,2679.1331611511664,227,0
34,BasicRequest,1,2520,2520,2990;-1;-1,2970;-1;-1,,,,,11.053039959097989,92.10866632581656,0:t_wait:268.76554398203007;t_drive:41.05303995909799;fare:9,,,0,1,2788.7655439820296,2829.818583941128,9,0
33,BasicRequest,1,2460,2460,2992;-1;-1,2986;-1;-1,,,,,282.5871709173432,3048.067151629767,0:t_wait:100.90473244695522;t_drive:312.587170917343;fare:304,,,0,2,2560.904732446956,2873.491903364299,304,0
31,BasicRequest,1,2340,2340,2989;-1;-1,2978;-1;-1,,,,,246.70419219894586,2555.4246683245487,0:t_wait:193.31525508792765;t_drive:276.70419219894575;fare:255,,,0,4,2638.801868476687,2915.506060675634,255,0
37,BasicRequest,1,2760,2760,2970;-1;-1,2972;-1;-1,,,,,108.45391655041928,956.9275289670157,0:t_wait:69.81858394112714;t_drive:138.4539165504193;fare:95,,,0,1,2829.818583941128,2968.2725004915483,95,0
36,BasicRequest,1,2700,2700,2972;-1;-1,2985;-1;-1,,,,,147.11132383387394,1272.6774024545982,0:t_wait:166.20078449443827;t_drive:177.11132383387394;fare:127,,,0.0,0.0,2866.2007844944387,3043.3121083283118,127.0,0
35,BasicRequest,1,2580,2580,2990;-1;-1,2988;-1;-1,,,,,136.17123910667578,1181.7688504120974,0:t_wait:208.76554398202916;t_drive:196.17123910667578;fare:118,,,0.0,1.0,2788.7655439820296,3000.9352516601352,118.0,0
43,BasicRequest,1,3060,3060,2973;-1;-1,2978;-1;-1,,,,,189.79905861563583,1927.1757957450964,0:,,,,,,,,0
41,BasicRequest,1,3000,3000,2977;-1;-1,2982;-1;-1,,,,,83.40450190054383,577.1723729807225,0:t_wait:91.50228744905871;t_drive:113.40450190054389;fare:57,,,0,4,3091.502287449058,3204.9067893496026,57,0
42,BasicRequest,1,3060,3060,2986;-1;-1,2970;-1;-1,,,,,208.5752713127597,2037.3895405612639,0:t_wait:34.021146345544366;t_drive:238.57527131275947;fare:203,,,0,0,3094.0211463455444,3332.5964176583057,203,0
40,BasicRequest,1,2940,2940,2990;-1;-1,2981;-1;-1,,,,,207.20330926693822,2611.7286438911515,0:t_wait:204.8057359820309;t_drive:237.20330926693805;fare:261,,,0,1,3144.805735982032,3382.0090452489712,261,0
38,BasicRequest,1,2880,2880,2993;-1;-1,2972;-1;-1,,,,,192.06001237033513,2183.785505143543,0:t_wait:287.903363363524;t_drive:222.06001237033524;fare:218,,,0,3,3167.903363363525,3389.9633757338597,218,0
44,BasicRequest,1,3060,3060,2967;-1;-1,2981;-1;-1,,,,,220.37879558062934,2961.6368211428808,0:t_wait:135.88755697569923;t_drive:250.37879558062923;fare:296,,,0,2,3195.8875569757,3446.26635255633,296,0
39,BasicRequest,1,2880,2880,2992;-1;-1,2982;-1;-1,,,,,275.14926418952024,3428.3669323290324,0:t_wait:248.87022844695593;t_drive:305.1492641895202;fare:342,,,0,2,3128.8702284469573,3529.1811040650505,342,0
46,BasicRequest,1,3360,3360,2976;-1;-1,2987;-1;-1,,,,,125.94386434095271,1410.1941526762305,0:t_wait:58.046219689050304;t_drive:155.9438643409526;fare:141,,,0,4,3418.04621968905,3573.9900840300024,141,0
47,BasicRequest,1,3420,3420,2971;-1;-1,2985;-1;-1,,,,,186.57127949046634,1654.6552573063896,0:t_wait:68.99396089382708;t_drive:216.57127949046617;fare:165,,,0,0,3488.9939608938275,3705.5652403842937,165,0
49,BasicRequest,1,3600,3600,2983;-1;-1,2977;-1;-1,,,,,14.744653285862693,122.87211071552242,0:t_wait:47.505301956450694;t_drive:44.74465328586257;fare:12,,,0,2,3647.5053019564502,3692.249955242313,12,0
45,BasicRequest,1,3300,3300,2982;-1;-1,2971;-1;-1,,,,,289.8986440772667,2915.378433977222,0:t_wait:0;t_drive:319.8986440772669;fare:291,,,0,4,3300,3722.2355217915524,291,0
50,BasicRequest,1,3720,3720,2974;-1;-1,2970;-1;-1,,,,,215.12566102862468,2128.3671755038336,0:t_wait:53.29763497137583;t_drive:245.12566102862456;fare:212,,,0,0,3773.2976349713763,4022.0743131428603,212,0
52,BasicRequest,1,3840,3840,2969;-1;-1,2992;-1;-1,,,,,54.27810741700095,753.8626030139021,0:t_wait:262.52461721004056;t_drive:84.27810741700068;fare:75,,,0,4,3963.7877603162124,4048.065867733214,75,0
48,BasicRequest,1,3600,3600,2967;-1;-1,2982;-1;-1,,,,,273.2935470893493,3402.5930837155474,0:t_wait:207.75564060536317;t_drive:303.29354708934943;fare:340,,,0,3,3807.7556406053645,4111.0491876947135,340,0
53,BasicRequest,1,3840,3840,2990;-1;-1,2981;-1;-1,,,,,207.20330926693822,2611.7286438911515,0:t_wait:77.06827914707537;t_drive:237.20330926693805;fare:261,,,0,0,3981.021273183762,4262.326022450703,261,0
